stim_id,gpt3 ppl
73,"{""id"": ""cmpl-64wn2VSLZSPx9AZhfjRPydlPgmSBw"", ""object"": ""text_completion"", ""created"": 1666637320, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""How about this for a novel solution?\u00a0 The next time a banned editor posts something to your page, why not delete it yourself with an edit summary of \""Sorry, I'm topic-banned from discussing this\""?"", ""index"": 0, ""logprobs"": {""tokens"": [""How"", "" about"", "" this"", "" for"", "" a"", "" novel"", "" solution"", ""?"", ""\u00a0"", "" The"", "" next"", "" time"", "" a"", "" banned"", "" editor"", "" posts"", "" something"", "" to"", "" your"", "" page"", "","", "" why"", "" not"", "" delete"", "" it"", "" yourself"", "" with"", "" an"", "" edit"", "" summary"", "" of"", "" \"""", ""Sorry"", "","", "" I"", ""'m"", "" topic"", ""-"", ""b"", ""anned"", "" from"", "" discussing"", "" this"", ""\""?""], ""token_logprobs"": [null, -4.6714997, -2.7964337, -2.724204, -0.64051956, -5.107476, -4.1520276, -1.1691178, -9.141999, -5.3022985, -4.2963247, -0.14290649, -2.733112, -11.576832, -7.850726, -4.322786, -2.094703, -2.215447, -1.5565748, -3.880602, -0.20788196, -4.538587, -0.2638803, -3.729144, -0.74373543, -3.4568284, -5.728176, -3.381649, -0.6736953, -0.34862489, -2.2903428, -0.52187884, -4.2197356, -0.12666386, -2.1171534, -1.9612973, -10.703453, -1.8785816, -0.027638, -0.0012189561, -0.4625399, -1.4621602, -0.84033024, -1.5948293], ""top_logprobs"": [null, {"" to"": -1.867577}, {"" you"": -1.8502786}, {""?"": -1.7538706}, {"" a"": -0.64051956}, {"" title"": -3.2455318}, {"" idea"": -0.9823855}, {""?"": -1.1691178}, {""\n"": -0.6212788}, {""\n"": -0.47831187}, {"" government"": -3.7449148}, {"" time"": -0.14290649}, {"" you"": -0.5436905}, {"" company"": -3.3960898}, {"" substance"": -2.1495254}, {"" is"": -2.3593447}, {"" a"": -1.4067205}, {"" on"": -1.3890662}, {"" your"": -1.5565748}, {"" talk"": -0.094210856}, {"","": -0.20788196}, {"" instead"": -1.9811703}, {"" not"": -0.2638803}, {"" just"": -1.5446614}, {"" it"": -0.74373543}, {""?"": -1.0098283}, {""?"": -0.5698588}, {"" a"": -1.1201136}, {"" edit"": -0.6736953}, {"" summary"": -0.34862489}, {"" that"": -1.0663315}, {"" \"""": -0.52187884}, {""I"": -2.214018}, {"","": -0.12666386}, {"" but"": -1.6049997}, {"" don"": -1.7477821}, {"" not"": -1.4287199}, {"" banned"": -0.20410404}, {""b"": -0.027638}, {""anned"": -0.0012189561}, {"" from"": -0.4625399}, {"" this"": -1.1145898}, {"" this"": -0.84033024}, {""\""?"": -1.5948293}], ""text_offset"": [0, 3, 9, 14, 18, 20, 26, 35, 36, 37, 41, 46, 51, 53, 60, 67, 73, 83, 86, 91, 96, 97, 101, 105, 112, 115, 124, 129, 132, 137, 145, 148, 150, 155, 156, 158, 160, 166, 167, 168, 173, 178, 189, 194]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 44, ""total_tokens"": 44}}"
74,"{""id"": ""cmpl-64wn3uuSxXatHf4lktCgyhJgb9dwR"", ""object"": ""text_completion"", ""created"": 1666637321, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?"", ""index"": 0, ""logprobs"": {""tokens"": [""Apparently"", "","", "" you"", "" correctly"", "" answered"", "" your"", "" own"", "" question"", "":"", "" The"", "" watch"", "" window"", "" gets"", "" the"", "" value"", "" of"", "" a"", "" variable"", "" by"", "" calling"", "" its"", "" `"", ""To"", ""String"", ""`"", "" method"", ""."", "" So"", "","", "" what"", ""'s"", "" your"", "" *"", ""actual"", ""*"", "" question"", ""?""], ""token_logprobs"": [null, -0.8977638, -4.318144, -10.89104, -4.1577806, -4.537465, -1.2721435, -0.051154565, -2.0004501, -4.4052553, -9.672211, -6.011409, -6.049662, -2.656485, -1.2757204, -0.9951705, -2.4333932, -0.387571, -2.8025, -2.2911806, -1.8016412, -7.149597, -0.747809, -0.0022676217, -0.8840688, -0.09061422, -0.20103133, -3.7383592, -1.159763, -4.0045276, -3.118867, -3.7442663, -8.334367, -1.9509385, -0.038012095, -0.13370529, -0.08476488], ""top_logprobs"": [null, {"","": -0.8977638}, {"" the"": -1.7139096}, {"" can"": -1.306299}, {"" identified"": -2.9928958}, {"" the"": -1.5920024}, {"" question"": -1.2601948}, {"" question"": -0.051154565}, {""."": -0.62737906}, {""\n"": -0.5638361}, {"" <"": -3.2546086}, {"" is"": -1.4944597}, {"" is"": -0.99790466}, {"" cleared"": -2.4011817}, {"" value"": -1.2757204}, {"" from"": -0.85008794}, {"" the"": -0.53737545}, {"" variable"": -0.387571}, {"" from"": -1.60949}, {"" evaluating"": -1.2422847}, {"" the"": -1.125035}, {"" get"": -0.7755454}, {""To"": -0.747809}, {""String"": -0.0022676217}, {""()"": -0.5671361}, {"" method"": -0.09061422}, {""."": -0.20103133}, {""\n"": -0.6774603}, {"","": -1.159763}, {"" if"": -1.3289605}, {"" you"": -0.4047939}, {"" happening"": -1.2363855}, {"" problem"": -0.35671958}, {""real"": -0.26234183}, {""*"": -0.038012095}, {"" question"": -0.13370529}, {""?"": -0.08476488}], ""text_offset"": [0, 10, 11, 15, 25, 34, 39, 43, 52, 53, 57, 63, 70, 75, 79, 85, 88, 90, 99, 102, 110, 114, 116, 118, 124, 125, 132, 133, 136, 137, 142, 144, 149, 151, 157, 158, 167]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 37, ""total_tokens"": 37}}"
75,"{""id"": ""cmpl-64wn4UztBt3Q3k6ZlQi1WLN9mI0Mg"", ""object"": ""text_completion"", ""created"": 1666637322, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""I based my sentence on the citation. Are you saying the citation is wrong?"", ""index"": 0, ""logprobs"": {""tokens"": [""I"", "" based"", "" my"", "" sentence"", "" on"", "" the"", "" citation"", ""."", "" Are"", "" you"", "" saying"", "" the"", "" citation"", "" is"", "" wrong"", ""?""], ""token_logprobs"": [null, -10.796545, -5.097899, -9.422849, -0.76644105, -0.79505616, -8.678408, -2.7159975, -7.6764607, -0.6579215, -1.590575, -2.4053113, -0.5086592, -0.47889334, -0.35495278, -0.17292649], ""top_logprobs"": [null, {""'m"": -1.5296565}, {"" on"": -1.408793}, {"" design"": -2.6017737}, {"" on"": -0.76644105}, {"" the"": -0.79505616}, {"" following"": -1.7927232}, {"" provided"": -2.6784997}, {""\n"": -1.183163}, {"" you"": -0.6579215}, {"" saying"": -1.590575}, {"" that"": -0.5437583}, {"" citation"": -0.5086592}, {"" is"": -0.47889334}, {"" wrong"": -0.35495278}, {""?"": -0.17292649}], ""text_offset"": [0, 1, 7, 10, 19, 22, 26, 35, 36, 40, 44, 51, 55, 64, 67, 73]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 16, ""total_tokens"": 16}}"
77,"{""id"": ""cmpl-64wn6d9L52Hvnh6fj88zbDRYrl2M2"", ""object"": ""text_completion"", ""created"": 1666637324, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to \""re-convert\"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`?\u00a0"", ""index"": 0, ""logprobs"": {""tokens"": [""Do"", ""ing"", "" a"", "" redundant"", "" `"", ""ato"", ""i"", ""`"", "" after"", "" you"", "" just"", "" did"", "" `"", ""str"", ""t"", ""ol"", ""`"", "" is"", "" probably"", "" the"", "" most"", "" twisted"", "" insult"", "" to"", "" the"", "" proper"", "" use"", "" of"", "" string"", ""-"", ""to"", ""-"", ""int"", "" conversion"", "" functions"", "" in"", "" C"", "" one"", "" can"", "" come"", "" up"", "" with"", ""."", "" Why"", "" do"", "" you"", "" see"", "" the"", "" need"", "" to"", "" \"""", ""re"", ""-"", ""con"", ""vert"", ""\"""", "" the"", "" value"", "" using"", "" the"", "" broken"", "" function"", "" `"", ""ato"", ""i"", ""`"", "" when"", "" you"", "" already"", "" have"", "" it"", "" as"", "" `"", ""val"", ""`"", "" from"", "" a"", "" proper"", "" function"", "" `"", ""str"", ""t"", ""ol"", ""`"", ""?"", ""\u00a0""], ""token_logprobs"": [null, -4.8529606, -2.71541, -12.11566, -6.696433, -11.294377, -0.009036075, -0.6745217, -5.2427216, -4.83798, -3.6933827, -0.91651124, -2.4462335, -1.5173652, -0.11720895, -0.06365515, -0.056111526, -0.57759994, -4.4088063, -4.092276, -2.3286717, -11.881816, -11.027061, -0.6465336, -1.1668818, -8.925847, -0.7323259, -0.013664407, -4.7615857, -2.1108172, -0.10526429, -0.0012451529, -2.9854465, -0.36600184, -0.7242198, -2.934778, -0.66364825, -4.8836865, -0.68360347, -3.5663345, -0.010870337, -0.0031524706, -0.21533492, -5.5526175, -2.1968863, -0.52066356, -7.490546, -1.7585298, -0.21198007, -0.35165197, -5.468279, -3.2266843, -1.0974513, -1.8360819, -0.0021370987, -0.18143289, -0.53709185, -3.3192925, -4.722628, -2.2567065, -3.2782197, -3.2963486, -1.1897087, -0.0019053629, -0.00015016893, -0.119271524, -2.221258, -0.31215948, -0.79976225, -0.39552578, -1.4629325, -1.6471224, -3.8625169, -8.539388, -0.15647116, -2.563537, -3.4256032, -0.72703046, -2.4275963, -1.6642195, -0.012818878, -0.0017008497, -0.0016421579, -0.043936267, -0.13678291, -9.801076], ""top_logprobs"": [null, {"" you"": -0.65571547}, {"" this"": -2.2947624}, {"" little"": -2.810133}, {"" check"": -1.5299852}, {""if"": -2.980572}, {""i"": -0.009036075}, {""`"": -0.6745217}, {""\n"": -1.4543601}, {"" `"": -1.4028167}, {""'ve"": -0.47777313}, {"" did"": -0.91651124}, {"" an"": -1.306754}, {""ato"": -0.9946679}, {""t"": -0.11720895}, {""ol"": -0.06365515}, {""`"": -0.056111526}, {"" is"": -0.57759994}, {"" a"": -1.936764}, {"" a"": -1.0352308}, {"" wrong"": -1.9308456}, {""\n"": -1.5294988}, {"" thing"": -0.97874653}, {"" to"": -0.6465336}, {"" the"": -1.1668818}, {"" C"": -1.4413444}, {"" use"": -0.7323259}, {"" of"": -0.013664407}, {"" C"": -1.5563995}, {"" functions"": -1.2042868}, {""to"": -0.10526429}, {""-"": -0.0012451529}, {""number"": -0.67954606}, {"" conversion"": -0.36600184}, {"" functions"": -0.7242198}, {"" I"": -0.98733157}, {"" C"": -0.66364825}, {"" that"": -1.3104753}, {"" can"": -0.68360347}, {"" imagine"": -1.409254}, {"" up"": -0.010870337}, {"" with"": -0.0031524706}, {""."": -0.21533492}, {""\n"": -0.59813243}, {"" not"": -1.4421837}, {"" you"": -0.52066356}, {"" do"": -1.0806797}, {"" the"": -1.7585298}, {"" need"": -0.21198007}, {"" to"": -0.35165197}, {"" do"": -0.62562543}, {""san"": -1.7118202}, {""-"": -1.0974513}, {""parse"": -1.491032}, {""vert"": -0.0021370987}, {""\"""": -0.18143289}, {"" the"": -0.53709185}, {"" string"": -0.82666445}, {""?"": -1.7035546}, {"" `"": -0.9475739}, {"" `"": -2.1706479}, {"" `"": -0.61430365}, {""?"": -1.1213722}, {""ato"": -0.0019053629}, {""i"": -0.00015016893}, {""`"": -0.119271524}, {""?"": -0.5747415}, {"" you"": -0.31215948}, {"" already"": -0.79976225}, {"" have"": -0.39552578}, {"" the"": -0.9495182}, {"" in"": -0.81889725}, {"" an"": -0.5691182}, {""long"": -0.6508089}, {""`"": -0.15647116}, {""?"": -0.6862577}, {"" `"": -0.8147871}, {"" proper"": -0.72703046}, {"" conversion"": -1.1756517}, {""?"": -0.7754608}, {""str"": -0.012818878}, {""t"": -0.0017008497}, {""ol"": -0.0016421579}, {""`"": -0.043936267}, {""?"": -0.13678291}, {""\n"": -0.5222812}], ""text_offset"": [0, 2, 5, 7, 17, 19, 22, 23, 24, 30, 34, 39, 43, 45, 48, 49, 51, 52, 55, 64, 68, 73, 81, 88, 91, 95, 102, 106, 109, 116, 117, 119, 120, 123, 134, 144, 147, 149, 153, 157, 162, 165, 170, 171, 175, 178, 182, 186, 190, 195, 198, 200, 202, 203, 206, 210, 211, 215, 221, 227, 231, 238, 247, 249, 252, 253, 254, 259, 263, 271, 276, 279, 282, 284, 287, 288, 293, 295, 302, 311, 313, 316, 317, 319, 320, 321]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 86, ""total_tokens"": 86}}"
78,"{""id"": ""cmpl-64wn7HaY33XKAhL4a5E9iFpmQfX3W"", ""object"": ""text_completion"", ""created"": 1666637325, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""What is the actual question? And have you considered using punctuation?"", ""index"": 0, ""logprobs"": {""tokens"": [""What"", "" is"", "" the"", "" actual"", "" question"", ""?"", "" And"", "" have"", "" you"", "" considered"", "" using"", "" punct"", ""uation"", ""?""], ""token_logprobs"": [null, -1.7337852, -1.0463506, -7.2247176, -5.2586007, -0.3105315, -10.554735, -5.4724092, -0.01895745, -2.78, -2.1693656, -10.64529, -0.001336586, -0.42692223], ""top_logprobs"": [null, {"" is"": -1.7337852}, {"" the"": -1.0463506}, {"" best"": -2.232652}, {"" meaning"": -2.3866084}, {""?"": -0.3105315}, {""\n"": -0.15645888}, {"" what"": -0.97710603}, {"" you"": -0.01895745}, {"" tried"": -1.6577481}, {"" that"": -1.5925663}, {"" a"": -0.33670652}, {""uation"": -0.001336586}, {""?"": -0.42692223}], ""text_offset"": [0, 4, 7, 11, 18, 27, 28, 32, 37, 41, 52, 58, 64, 70]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 14, ""total_tokens"": 14}}"
79,"{""id"": ""cmpl-64wn7BrUSvsE0eHvMIlQ2lfLk1rKo"", ""object"": ""text_completion"", ""created"": 1666637325, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@AaronGoodwin your just a big kid at heart arnt you sweetie pie"", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""Aaron"", ""Good"", ""win"", "" your"", "" just"", "" a"", "" big"", "" kid"", "" at"", "" heart"", "" ar"", ""nt"", "" you"", "" sweet"", ""ie"", "" pie""], ""token_logprobs"": [null, -16.011343, -7.7532225, -0.18527621, -8.241379, -6.155714, -1.3455118, -3.655849, -5.2906246, -2.6548505, -0.014031189, -8.398504, -0.14489919, -0.43618876, -9.673689, -0.36595902, -4.211288], ""top_logprobs"": [null, {""Override"": -1.8470038}, {""_"": -2.1722958}, {""win"": -0.18527621}, {""\n"": -1.3612431}, {"" show"": -2.7143912}, {"" a"": -1.3455118}, {"" h"": -3.0281336}, {"" ol"": -2.5161402}, {"" \u2014"": -2.175661}, {"" heart"": -0.014031189}, {""."": -1.756517}, {""nt"": -0.14489919}, {"" you"": -0.43618876}, {"" \u2014"": -1.798703}, {""ie"": -0.36595902}, {"" \u2014"": -1.338359}], ""text_offset"": [0, 1, 6, 10, 13, 18, 23, 25, 29, 33, 36, 42, 45, 47, 51, 57, 59]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 17, ""total_tokens"": 17}}"
80,"{""id"": ""cmpl-64wn7qweZsWXT0ObcIxxrCD8Nbbak"", ""object"": ""text_completion"", ""created"": 1666637325, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""ughh they need to hurry up im hungry and I got a headache!"", ""index"": 0, ""logprobs"": {""tokens"": [""ugh"", ""h"", "" they"", "" need"", "" to"", "" hurry"", "" up"", "" im"", "" hungry"", "" and"", "" I"", "" got"", "" a"", "" headache"", ""!""], ""token_logprobs"": [null, -7.539811, -6.54811, -4.5814056, -0.3447262, -3.281649, -0.3794138, -8.70349, -4.1127024, -3.081383, -3.6159558, -4.9484396, -1.9702039, -2.8566597, -3.0264387], ""top_logprobs"": [null, {""ts"": -2.0251005}, {"","": -2.258276}, {"" are"": -1.6217734}, {"" to"": -0.3447262}, {"" be"": -2.3251815}, {"" up"": -0.3794138}, {"" and"": -0.8466182}, {"" so"": -1.6679277}, {""!"": -1.951998}, {"" i"": -1.6603521}, {"" want"": -1.6408619}, {"" a"": -1.9702039}, {"" date"": -2.5971446}, {"" from"": -1.7495654}], ""text_offset"": [0, 3, 4, 9, 14, 17, 23, 26, 29, 36, 40, 42, 46, 48, 57]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 15, ""total_tokens"": 15}}"
81,"{""id"": ""cmpl-64wn8qSHSykzT8LVpYJDb8LtReCVM"", ""object"": ""text_completion"", ""created"": 1666637326, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@kevskiezzz But dw, only 2 days of you bullying me than you're going chiefly. BYE KEVIN! gonna miss you at some point."", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""ke"", ""v"", ""sk"", ""ie"", ""zz"", ""z"", "" But"", "" dw"", "","", "" only"", "" 2"", "" days"", "" of"", "" you"", "" bullying"", "" me"", "" than"", "" you"", ""'re"", "" going"", "" chiefly"", ""."", "" BY"", ""E"", "" K"", ""EV"", ""IN"", ""!"", "" gonna"", "" miss"", "" you"", "" at"", "" some"", "" point"", "".""], ""token_logprobs"": [null, -10.075312, -3.9683812, -8.394643, -4.7669997, -5.613491, -1.1036941, -9.112869, -13.291641, -1.2237833, -7.3909564, -3.3804817, -3.5396702, -3.8737893, -7.779158, -8.68869, -0.6385364, -8.920535, -1.6046648, -2.0996368, -2.0617635, -17.057365, -2.7477796, -9.637061, -0.19389524, -5.251328, -0.47351313, -1.7980185, -1.5327902, -10.522518, -0.15388049, -0.9272424, -5.948963, -6.502233, -0.48618543, -1.6922357], ""top_logprobs"": [null, {""Override"": -1.8465112}, {""en"": -2.5075328}, {""int"": -1.542284}, {""inn"": -1.9979835}, {""."": -0.9531199}, {""z"": -1.1036941}, {""\n"": -1.604355}, {"" I"": -2.3183339}, {"","": -1.2237833}, {"" I"": -1.582195}, {"" the"": -2.8095117}, {"" more"": -1.6061863}, {"" left"": -1.2237142}, {"" school"": -1.4858928}, {"" being"": -2.373912}, {"" me"": -0.6385364}, {"" left"": -1.7500718}, {"" I"": -1.1146141}, {"" can"": -1.8683573}, {"" gone"": -1.0943999}, {"" to"": -0.6081284}, {"" to"": -1.9402153}, {""\n"": -2.1455767}, {""E"": -0.19389524}, {""!"": -1.8077978}, {""EV"": -0.47351313}, {""SK"": -1.5672016}, {""!"": -1.5327902}, {""\n"": -1.0367544}, {"" miss"": -0.15388049}, {"" you"": -0.9272424}, {""!"": -2.2304232}, {"" the"": -1.9116791}, {"" point"": -0.48618543}, {""\n"": -1.6518234}], ""text_offset"": [0, 1, 3, 4, 6, 8, 10, 11, 15, 18, 19, 24, 26, 31, 34, 38, 47, 50, 55, 59, 62, 68, 76, 77, 80, 81, 83, 85, 87, 88, 94, 99, 103, 106, 111, 117]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 36, ""total_tokens"": 36}}"
82,"{""id"": ""cmpl-64wn8Dssfvz5gC3WdSJiho52srEz8"", ""object"": ""text_completion"", ""created"": 1666637326, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Dear #neighbors. Please shut up! We are trying to #study here. Thank you. #loud"", ""index"": 0, ""logprobs"": {""tokens"": [""Dear"", "" #"", ""ne"", ""igh"", ""bors"", ""."", "" Please"", "" shut"", "" up"", ""!"", "" We"", "" are"", "" trying"", "" to"", "" #"", ""study"", "" here"", ""."", "" Thank"", "" you"", ""."", "" #"", ""l"", ""oud""], ""token_logprobs"": [null, -8.699661, -7.7767024, -2.2989616, -1.1712204, -4.0597253, -2.7605252, -7.430279, -2.2348378, -4.838168, -2.593659, -1.8950807, -0.785937, -0.009572598, -2.8127778, -1.9211117, -3.2855043, -1.1086547, -3.776431, -0.029581556, -1.1844054, -2.2555618, -4.7217937, -0.1250698], ""top_logprobs"": [null, {""\n"": -2.814271}, {""{"": -3.2566886}, {""uro"": -1.5149041}, {""bor"": -0.9128442}, {"","": -1.0539182}, {"" I"": -1.7029271}, {"" don"": -1.6756934}, {"" your"": -1.1933385}, {""."": -0.73708093}, {"" I"": -1.9642992}, {"" are"": -1.8950807}, {"" trying"": -0.785937}, {"" to"": -0.009572598}, {"" sleep"": -1.0160984}, {""sleep"": -0.5421655}, {""."": -1.1830779}, {""!"": -0.6834344}, {""\n"": -1.3675976}, {"" you"": -0.029581556}, {""!"": -0.9388695}, {""\n"": -0.99497026}, {""college"": -3.7088342}, {""oud"": -0.1250698}], ""text_offset"": [0, 4, 6, 8, 11, 15, 16, 23, 28, 31, 32, 35, 39, 46, 49, 51, 56, 61, 62, 68, 72, 73, 75, 76]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 24, ""total_tokens"": 24}}"
83,"{""id"": ""cmpl-64wn96hNDmLJHjemp8y7pmhWli8Xe"", ""object"": ""text_completion"", ""created"": 1666637327, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@swatatat pls don mind me using ur tweets repeatedly..me bored like hell with travel from last 7hrs..!!"", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""sw"", ""at"", ""at"", ""at"", "" pl"", ""s"", "" don"", "" mind"", "" me"", "" using"", "" ur"", "" tweets"", "" repeatedly"", "".."", ""me"", "" bored"", "" like"", "" hell"", "" with"", "" travel"", "" from"", "" last"", "" 7"", ""h"", ""rs"", "".."", ""!!""], ""token_logprobs"": [null, -9.277161, -6.293633, -8.1093645, -6.4088774, -10.617585, -2.6305966, -3.822061, -12.75689, -1.9990689, -6.551186, -0.7844269, -5.1690507, -10.945549, -2.6472697, -8.25631, -7.6677403, -5.5178165, -1.2041448, -6.4128838, -10.889293, -6.07337, -3.443535, -3.9447453, -3.4863017, -0.0020534762, -1.2177392, -6.1354403], ""top_logprobs"": [null, {""Override"": -1.8470038}, {""ift"": -1.3178191}, {""."": -1.529212}, {""rust"": -1.5238744}, {""."": -2.307932}, {""s"": -2.6305966}, {"" help"": -2.7930198}, {""'t"": -0.12142558}, {"" me"": -1.9990689}, {"","": -2.0809014}, {"" ur"": -0.7844269}, {"" name"": -1.6291319}, {"" as"": -1.9806881}, {""."": -1.989471}, {""\n"": -2.5085952}, {"" and"": -2.5882103}, {"".."": -1.9926143}, {"" hell"": -1.2041448}, {"".."": -1.4312503}, {"" no"": -1.474186}, {"".."": -2.253566}, {"" m"": -2.7813766}, {"" 2"": -1.8069699}, {"" days"": -0.5936579}, {""rs"": -0.0020534762}, {"".."": -1.2177392}, {""\n"": -1.7025805}], ""text_offset"": [0, 1, 3, 5, 7, 9, 12, 13, 17, 22, 25, 31, 34, 41, 52, 54, 56, 62, 67, 72, 77, 84, 89, 94, 96, 97, 99, 101]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 28, ""total_tokens"": 28}}"
84,"{""id"": ""cmpl-64wn9n06iuyl3zUdHHJjYFiXDzST9"", ""object"": ""text_completion"", ""created"": 1666637327, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@SteveBakerHW When it comes to CREDIBLE scare stories George Osbourne is crap, still at it I see."", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""Steve"", ""B"", ""aker"", ""H"", ""W"", "" When"", "" it"", "" comes"", "" to"", "" CR"", ""ED"", ""IBLE"", "" scare"", "" stories"", "" George"", "" Os"", ""bourne"", "" is"", "" crap"", "","", "" still"", "" at"", "" it"", "" I"", "" see"", "".""], ""token_logprobs"": [null, -14.69364, -3.6925526, -2.2557938, -3.9094102, -0.17770717, -8.235061, -3.7240994, -0.5707094, -0.04509109, -9.148192, -7.790389, -2.736451, -9.328856, -0.933249, -12.92092, -5.381387, -0.08860892, -0.82446045, -9.555123, -3.567527, -8.763505, -6.0876307, -0.8367132, -5.3904014, -0.0671845, -1.3573643], ""top_logprobs"": [null, {""Override"": -1.8470038}, {""K"": -1.6817775}, {""aker"": -2.2557938}, {""MP"": -2.009331}, {""W"": -0.17770717}, {""\n"": -1.371779}, {"" you"": -1.4743938}, {"" comes"": -0.5707094}, {"" to"": -0.04509109}, {"" the"": -2.3127823}, {""IS"": -0.9349262}, {""S"": -1.3239251}, {"" sources"": -1.9543973}, {"" stories"": -0.933249}, {"" about"": -0.9787383}, {"" Orwell"": -1.135361}, {""bourne"": -0.08860892}, {"" is"": -0.82446045}, {"" the"": -1.1695592}, {"" at"": -1.0980626}, {"" but"": -1.8404335}, {"" waiting"": -2.498051}, {"" it"": -0.8367132}, {"" with"": -1.8550345}, {"" see"": -0.0671845}, {""."": -1.3573643}], ""text_offset"": [0, 1, 6, 7, 11, 12, 13, 18, 21, 27, 30, 33, 35, 39, 45, 53, 60, 63, 69, 72, 77, 78, 84, 87, 90, 92, 96]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 27, ""total_tokens"": 27}}"
85,"{""id"": ""cmpl-64wn9tQCVX2Q5pp1xvcDCl33cC1HE"", ""object"": ""text_completion"", ""created"": 1666637327, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""So... you want to implement an exclusive decision tree without using if/elif? Why???"", ""index"": 0, ""logprobs"": {""tokens"": [""So"", ""..."", "" you"", "" want"", "" to"", "" implement"", "" an"", "" exclusive"", "" decision"", "" tree"", "" without"", "" using"", "" if"", ""/"", ""el"", ""if"", ""?"", "" Why"", ""???""], ""token_logprobs"": [null, -7.2858114, -3.940747, -2.4302588, -0.41237798, -6.524077, -2.7814236, -8.91955, -9.286135, -2.3785653, -5.8670216, -2.183159, -3.5097368, -1.488796, -2.8883593, -0.0046129725, -2.1796527, -5.372623, -5.779189], ""top_logprobs"": [null, {"","": -1.3886131}, {""\n"": -2.4663854}, {""'re"": -1.7883022}, {"" to"": -0.41237798}, {"" be"": -2.0930545}, {"" a"": -0.9792922}, {"" algorithm"": -3.0631893}, {"" or"": -1.4498787}, {""-"": -2.1132982}, {"","": -2.1870918}, {"" using"": -2.183159}, {"" a"": -1.8651413}, {""-"": -1.2030456}, {""else"": -0.34990823}, {""if"": -0.0046129725}, {""/"": -0.26896346}, {""\n"": -0.3983615}, {""?"": -0.4056774}], ""text_offset"": [0, 2, 5, 9, 14, 17, 27, 30, 40, 49, 54, 62, 68, 71, 72, 74, 76, 77, 81]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 19, ""total_tokens"": 19}}"
